Question,Final URL,Topics,Answer Text
I have been using the original Harvard Dataverse. Can my datasets or dataverse be moved to ASU?,https://askalibrarian.asu.edu/faq/335049,None,"Yes. The ASU Library can work with you to copy your Harvard Dataverse to ASU's Research Data Repository . To maintain your original statistics, we will leave the original datasets in Harvard and create new copies at ASU. A metadata record will point back to the Harvard repository. We welcome ASU researchers who have been using the Harvard interface to work with us, unless there are mitigating circumstances like journal, funder, or collaboration requirements that require Harvard's platform.  Working with our team results in greater documentation and replicability of your work. You can explore datasets in the repository to see examples of datasets curated by our staff. To submit a migration request or have questions about the process, please get in touch with ASU Library's Researcher Support and request a consultation."
Where can I find library guides to help me with my research?,https://askalibrarian.asu.edu/faq/177543,None,"Library Guides can be found at: https://libguides.asu.edu The list includes a wide variety of topics, such as: ​Citation Styles: http://libguides.asu.edu/citing Citation Management Tools: https://libguides.asu.edu/CitationManagement ​Dissertations/Theses: https://libguides.asu.edu/asudissertations Online Students: https://libguides.asu.edu/online Nursing: https://libguides.asu.edu/nursing Patents: https://libguides.asu.edu/patents Standards (Engineering): https://libguides.asu.edu/standards We also have guides about our specialized collections: Greater Arizona Collection: https://libguides.asu.edu/arizonacollection Chicano/a Collection: https://libguides.asu.edu/chicanocollection Theatre for Youth and Community Collection: https://libguides.asu.edu/theatre_for_youth University Archives: https://libguides.asu.edu/univarchives"
What software is installed on ASU computing site computers?,https://askalibrarian.asu.edu/faq/395034,None,"Enterprise Technology's Endpoint Management team manages software on ASU computing sites across all campuses and locations. View the installed software spreadsheet to see what programs are currently installed. OS-specific programs are located on dedicated sheet tabs in the document. For more information on computing site locations, tools, software and services, visit the ASU Enterprise Technology website."
What is the address of the ASU Library?,https://askalibrarian.asu.edu/faq/177485,None,Addresses (mailing and physical addresses) for ASU Library locations can be found online at: https://lib.asu.edu/locations
I want to check out some library items. How long can I keep them?,https://askalibrarian.asu.edu/faq/177550,None,"How long can I check out library materials? ASU Library loan policies. ASU Law Library borrowing policies . Personal Delivery Book Requests: For current ASU students, staff and faculty-all standard loan policies apply. View our Personal Delivery information page . Loan limits: ​Current ASU students, faculty and staff: ​ ASU Library does not limit the number of items that can be checked out to ASU students, faculty or staff. Community Card users: ​Community Card holders are limited to a maximum of 25 items at any time and unlimited automatic renewals unless blocked or expired. Community Card holder policies ."
Can I keep my books longer? What are your policies for renewing library materials?,https://askalibrarian.asu.edu/faq/177551,None,"Can I renew my library items? ASU Library policies and instructions for renewal: https://lib.asu.edu/policies/renew Items not eligible for renewal include: Materials that were recalled by the library. Materials that have exceeded number of renewals allowed for the material type and/or patron type. Materials checked out with special permission. Materials from areas that do not allow renewals such as videos, microforms, and reserve. Materials obtained through Interlibrary Loan. Additionally, if your borrowing privileges are currently suspended due to library fees, expired registration, etc., renewal will be denied. For current ASU students, faculty, staff and Community Borrowers: All other eligible items are renewed automatically and an unlimited number of times. ​​​Ebooks : Not all e-books can be downloaded. Downloadable e-book are not renewable and must be downloaded again to regain access ASU Law Library Renewals"
Can someone at ASU proctor my test?,https://askalibrarian.asu.edu/faq/177560,None,ASU offers a test proctoring service! ASU's University Office of Evaluation and Educational Effectiveness offers test proctoring. ​ Details can be found on their website at https://uoeee.asu.edu/proctoring-services
Why does it say my username is blocked when I try to access ASU Library resources online?,https://askalibrarian.asu.edu/faq/177866,None,"Are you getting a message that says your username is blocked? If your library account appears to be blocked, contact our library staff so that we can investigate the issue: Phone:  480-965-3605 Email: circ@asu.edu Note: Due to licensing restrictions, many of our online resources are available only to current ASU students, faculty and staff."
How do I start my research?,https://askalibrarian.asu.edu/faq/177875,None,Find information about starting your research in our Library Guides : https://libguides.asu.edu Try our library tutorials : https://lib.asu.edu/tutorials
I am an ASU instructor. Where can I find information about Course Reserves?,https://askalibrarian.asu.edu/faq/198069,None,Our Course Reserves information page is filled with the information you need!
Can we see “on order” information for books or “received/missing/late” information for journals like we used to in the old catalog?,https://askalibrarian.asu.edu/faq/203114,None,"U nless the record has been suppressed , the ""on order"" item record is viewable through One Search, Journal Title search and ASU Library Catalog . Journals (and other periodicals): Some journal records may include ""received on"" dates or predicted arrival dates. Those with predictive arrival dates may also include late or missing indicators."
Can I still request an Interlibrary Loan if I don't have all of the information about the item?,https://askalibrarian.asu.edu/faq/268387,None,"Here is a link to our guide about using Interlibrary Loan . It includes a link to the Sign In page for your Interlibrary Loan ILLIAD account. If it is not possible to fill the required fields: Use a "" ? "" or "" n/a "" as necessary and use the notes field to include any additional information you have. If you can’t supply the minimum citation information in the ILLIAD request form, please contact Ask a Librarian for help. Tips for getting faster service Search the Library One Search for local holdings by: Title Journal Title Electronic Journal Title Dissertations & Theses Database Provide ISSN/ISBN number or OCLC number If multiple ISSN/ISBN numbers are available, use only one in the ISSN/ISBN form field and place the others in the notes field. If provided, the processing of your request may be automated and not require staff intervention. Verify that your citation information is accurate. Do not abbreviate the title of the publication. Place the citation information in the correct fields on the form. Check your spelling and your citation! Choose the proper request form when submitting your request. Using the proper form will help us find the correct item. Submit each article or book chapter individually on its own request form. Use the Notes field in the request form to provide additional information that may be of use."
I will be graduating soon. How will that affect my due dates for library materials?,https://askalibrarian.asu.edu/faq/297082,None,"Congratulations on your graduation from ASU! Due dates: Graduation will not affect the due dates of materials checked out on your library account, even if they are due after graduation. Just remember, once you graduate, you will not be able to renew your library items. Library fees/fines: Yes, delinquent fees for library materials may affect graduation . Library billing contacts, policies, appeals, etc."
How do I add citations to Zotero from Scopus?,https://askalibrarian.asu.edu/faq/363648,None,"Zotero users at ASU have reported problems adding citations from the Scopus database into Zotero. If you're having difficulties, please try following these steps: Adding Citations to Zotero from Scopus Run your search in Scopus. Select the items from the Scopus result list that you want to put in your Zotero library. Click on Export. Choose RIS format. Open your Zotero library. Choose ""File"" from menu, then choose ""Import"". Follow instructions. The items will be added to your Zotero library in a collection with the same name as the file you imported."
How do I get a culture pass?,https://askalibrarian.asu.edu/faq/177568,None,"The Culture Pass program at ASU is available only to current ASU students, faculty and staff. Most public libraries in Maricopa County participate in and provide access to Culture Passes for their patrons. Current ASU students, faculty and staff: Culture Passes are available for check out on each ASU campus. For specific Culture Pass information, to find out which venues are currently participating in the Culture Pass program, and for the policy guidelines for the Culture Pass program, please see https://lib.asu.edu/policies/culture-pass Not currently an ASU student, faculty or staff? Check your local public library for details about their Culture Pass program!"
Does ASU have access to LinkedIn Learning (formerly Lynda.com)?,https://askalibrarian.asu.edu/faq/322392,None,"LinkedIn Learning (formerly Lynda.com) From ASU's Career Edge website: ""Job-related training and ongoing professional development opportunities offered by ASU and LinkedIn Learning"" to "" all active employees who receive a paycheck from ASU ."" This includes student workers who get a paycheck from ASU!"
"When requesting an article/chapter to be scanned from microform, what information do I need to provide to ensure my request is fulfilled?",https://askalibrarian.asu.edu/faq/404452,None,"Due to quality of source and a lack of indexing, articles and chapters in microform formatting can be difficult to locate. Please provide as much information as possible. A citation and a link to its source is preferable. If a source link is not available, please provide as much of the following information as you have: Publication Title Volume and Issue Number Reel Number Article/Chapter Title Article/Chapter Author Page Numbers"
Can I search for books or journals by ISBN or ISSN in the library system?,https://askalibrarian.asu.edu/faq/195100,None,"You can search by ISBN or ISSN using our Advanced Search! On the library home page , just below the main search bar, click on: Advanced Search Use the Any field drop down menu to select... ISBN if searching for a book or ISSN if searching for a journal or other periodical."
How do I use ASU Library's One Search more effectively?,https://askalibrarian.asu.edu/faq/177873,None,"Use filters (located on the right side of the results) to see fewer items and items that better match your needs. To filter to ebooks : under Availability, select: Full Text Online under Resource Type, select: Books Other filter settings include: Peer-reviewed journals Available in the library Open Access Library/Location Resource type Subject Author/Creator Publication date Newly added Collection Provider Language Journal title Classification LCC (Library of Congress classification) Searching for a specific item? Add quotation marks around the title to search as a phrase rather than as separate keywords. Try Citation Linker if you have more information about the item. Use Browse to see search results in sorted, ordered lists. You can Browse by: Author Subject Title Call number Use Advanced Search to conduct a more specific search. Search within: Specific fields Subject Title Author Call number Specific time frame Resource type Language Check the Include Non-ASU Resources box to see items we don't own that you can request through Interlibrary Loan . Watch a short tutorial to learn how to use keywords and how to use search connectors better in any database. Sign in to see more results from our subscriptions and submit Interlibrary Loan requests, among other benefits. Save searches (Save Query) and records (use the Pin icon) for easy access and faster searching. Select the Personalize toggle switch (at the top of the search results column) to choose preferred disciplines for your search results. Use the Permalink to save a record for future reference or share it with someone else. After clicking on a result, scroll down to the SEND TO section to find the Permalink for that item! To generate a citation for the item, scroll down to the SEND TO section, and click the quotation mark ("") icon . Choose from the following citation styles: APA Chicago/Turabian Harvard 1 MLA (7th or 8th edition) NOTE: Be sure to double-check it and correct any mistakes!"
What services are available to me at the ASU Library?,https://askalibrarian.asu.edu/faq/177548,None,"What services are available to me at the ASU Library? ASU Library services may vary according to your affiliation with ASU, such as ASU undergraduate students, graduate students, online / distance education students, faculty / staff, alumni and visitors. Here are the webpages according to your current relationship with ASU... Services for Undergraduate Students Services for Graduate Students Services for Online Students Services for Faculty / Staff Services for Alumni: Alumnus services webpage Alumni Library Privileges Resources for non-ASU guests: ASU for You"
I'm in ENG 101 and I don't know where to start!,https://askalibrarian.asu.edu/faq/197916,None,"Don't know where to start for your ENGLISH 101 assignment? Here are library guides designed by our experts to get you started... Visit the link for a curated search of our library guides for: ""ENG 101"" Be sure to include the quotation marks when you want to search for a specific phrase! We even have tutorials to help you! Tutorials web page"
Does ASU Library have maps or geospatial services?,https://askalibrarian.asu.edu/faq/177492,None,"Map and Geospatial Hub Our Map and Geospatial Hub advances the use of geographically-referenced information by expanding access to, and support for, cartographic resources and geospatial technologies for the ASU community and beyond. In-person visits are by appointment only. Visit our webpage : Make a service request form."
Do you have any tutorials about general research skills?,https://askalibrarian.asu.edu/faq/197336,None,Need to learn about general research skills? Here is a list of tutorials designed by our experts to get you started... Developing a Research Question Evaluating Resources Finding and Using Background Research Generating and Using Keywords Introduction to ASU Library Introduction to University Research PICO: Research Questions for Health Sciences Research Guidance Topic Identification and Selection And we have more tutorials to help you! Tutorials web page
How can I find tutoring and writing help at ASU? (University Academic Success Programs),https://askalibrarian.asu.edu/faq/340814,None,"ASU's University Academic Success Programs offer a variety of ways to get help in-person, online, through zoom and even via Slack so that every student can succeed! Their services include: Tutoring help Writing help Online Study Hub And more!"
"Does ASU Library have audio-visual equipment (CD, DVD, VHS or cassette players; microform readers; or a reel-to-reel machine) that I can use in the library?",https://askalibrarian.asu.edu/faq/401400,None,"Yes, several of our library locations have audio-visual equipment for in-house use on a first-come, first-served basis. Call ahead to the specific library location for availability and any additional usage requirements."
Where can I find obituaries or local history resources at ASU Library?,https://askalibrarian.asu.edu/faq/177556,None,"Local history materials at ASU: Aerial Photography Arizona Collection and Southwest History Arizona State and Local Government Information ASU History (University Archives) Chicano Collection Family history, genealogy and local obituaries: Your local public library is usually better suited to requests about obituaries or genealogy. The Mesa Regional Family History Center has a wide range of resources."
How do I get a copy of a masters thesis or doctoral dissertation that is not available online?,https://askalibrarian.asu.edu/faq/177575,None,"Can I get a digitized copy of a thesis or dissertation that is only available in print? If the ASU Library only has paper copies of a thesis or dissertation, and if the item was not submitted by the author to ProQuest Dissertations & Theses... Current ASU students, faculty, or staff: You may submit an Interlibrary Loan (ILLiad) request for the item. We will try to find a copy for you to borrow. ​Lending policy: https://lib.asu.edu/access/lending-policy If it is an ASU masters thesis or doctoral dissertation: You may contact our University Archives with your request. Depending upon copyright restrictions, University Archives may be able to duplicate part or all of a thesis or dissertation with a per page charge plus postage/handling. Email: archives@asu.edu Phone:  480-965-4932 Other researchers: If it is an ASU masters thesis or doctoral dissertation in our University Archives: You may contact University Archives with your request. Depending upon copyright restrictions, University Archives may be able to duplicate part or all of a thesis or dissertation with a per page charge plus postage/handling. Email: archives@asu.edu Phone:  480-965-4932 If it is not a dissertation or thesis in our collections: Check with your local public library or academic institution with whom you are affiliated. They may have an interlibrary loan service to meet your needs."
Where do I pick up ILL items?,https://askalibrarian.asu.edu/faq/206996,None,"If you live within the Phoenix metropolitan/Maricopa County area , you can pick up your physical Interlibrary Loan items at the ASU Library you select when you submit the ILL request. If you live outside the Phoenix metropolitan/Maricopa County area, and within the United States, you can have physical Interlibrary Loan items delivered to your home address. See our Personal Delivery for Book Requests page for more information. To change your pickup location within your Interlibrary Loan (ILLiad) account: Access your Interlibrary Loan (ILLiad) account . If the system prompts you to sign in, select Sign In. S ign in with your ASURITE ID and password. On the left side of the ILLiad page, in the Tools section, select Change User Information. Choose one of the ASU Library locations from the Select a pickup location for Loan pickups dropdown list. At the bottom of the page, save your choice by selecting Submit Information . The selected pickup location applies to your requests, with the exception of items requested within One Search."
Does the ASU Library provide or recommend Qualitative Data Analysis (QDA) software or subscriptions for transcription services?,https://askalibrarian.asu.edu/faq/384420,None,"ASU Library does not provide or recommend software. ASU Research Computing provides researchers support and training options and recommends software ASU supports . You can talk to them about the work and the analysis you are planning. Their Slack information, workshops, and office hours are on their workshop overview page or contact Research Technology Support . ASU Resources for researchers offers services and support to researchers throughout the entire research life cycle, from locating funding opportunities to commercializing new technologies. The Enterprise Technology Experience Center provides more general software and computer support for ASU."
Is there a default or standard metadata schema I can use to describe and organize my research data?,https://askalibrarian.asu.edu/faq/210286,None,"There is not a default metadata standard for research data. Good planning and consistency with your file names, keywords, names, and dates will result in well-described and well-organized data. This alone may create adequate metadata for your project. There are general and discipline-specific metadata schemas available. Your schema will be informed by the research question you are investigating, your disciplinary focus, or even where you will publish. The DataCite Metadata Schema is a general schema that may be helpful for you. The Data Documentation Initiative (DDI) is an international standard for describing data produced by surveys and other observational methods in social, behavioral, economic, and health sciences. The Digital Curation Centre (DCC) provides a list of disciplinary metadata schema that may be appropriate for your project. To learn more about research data management: Watch the Research Data Management Basics tutorial. Read our library guide on research data management to learn more about metadata best practices and other strategies. For help with your project: Request a consultation by filling out the online request form."
I'm in ENG 102 and I don't know where to start!,https://askalibrarian.asu.edu/faq/197135,None,"Don't know where to start for your ENGLISH 102 assignment? The Library offers tutorials and Library guides related to English 102 assignments. If you can't find what you are looking for, visit our Ask a Librarian chat!"
Do you have any tutorials about finding articles?,https://askalibrarian.asu.edu/faq/197483,None,Need to learn about finding articles? Here is a list of tutorials designed by our experts to get you started... Empirical / Primary Research Articles Finding and Using Article Types Peer-Reviewed Journal Articles Using Search Connectors When Searching Databases Web vs Library Research Databases And we have more tutorials to help you! Tutorials web page: https://lib.asu.edu/tutorials
What is LibKey Nomad and how can I get it?,https://askalibrarian.asu.edu/faq/342338,None,"LibKey Nomad is a browser extension for most major browsers that provides instant links to full text content for articles subscribed to by ASU Library. Libkey authentication is seamless and you don’t have to hunt the library web site for a resource. It provides open access alternatives, when they are available. After installation, select ASU as your subscribing institution. After that, it automatically scans for scholarly content within the web page you are visiting “wherever you may roam.”"
What access does ASU Library have to the Arizona Republic and Arizona Republican?,https://askalibrarian.asu.edu/faq/343987,None,"The Arizona Republic has been the major newspaper of Arizona for over a century. It was called the Arizona Republican from 1890-1930. Access to ASU Library's subscription databases and Interlibrary Loan/Document Delivery services (mentioned below) require users to be current ASU students, faculty or staff for authentication. Access may also be available over the ASU Guest wifi on ASU campuses for some subscription databases. Arizona Republic Find articles, editorials, notices, and obituaries from the Arizona Republic since 1999, excluding images and ads. Arizona Republic, 1930- on microfilm Especially useful for the years 1930-1998 that are not online or articles that are not online due to the Tasini court case. Current ASU students, faculty and staff may request reels or specific articles through ASU Library's Interlibrary Loan/Document Delivery service. An online index to the Arizona Republic archive is available online at Arizona Republic Historical Newspapers, 1890- where you can find publication dates for their articles; however, full text of the articles requires a subscription to their service. The Arizona Republic archive is not affiliated with ASU or ASU Library. ProQuest Historical Newspapers: The Arizona Republican Full-text access to a historical newspaper from Phoenix, Arizona, that became the ""Arizona Republic,"" covering news, politics, business, and culture from 1890 to 1922. Arizona Republican, 1890-1930 on microfilm Especially useful for the years 1923-1930 which are not online. Current ASU students, faculty and staff may request reels or specific articles through ASU Library's Interlibrary Loan/Document Delivery service. An online index to the Arizona Republic archive is available online at Arizona Republic Historical Newspapers, 1890- where you can find publication dates for their articles; however, full text of the articles requires a subscription to their service. The Arizona Republic archive is not affiliated with ASU or ASU Library."
How do I create Digital Object Identifier (DOI) for my materials?,https://askalibrarian.asu.edu/faq/223810,None,"Here are a few ways you can obtain a Digital Object Identifier (DOIs) for your materials: Repository Options You can upload your work to a repository that provides DOIs for uploaded works. These can include disciplinary repositories , such as CORE-Humanities Commons or bioRxiv , as well as interdisciplinary options like OSF , or data-specific repositories like DRYAD . This library guide provides more information on selecting an appropriate repository. The ASU Research Data Repository provides registered DOIs for published dataset records produced by ASU Researchers in the repository. ASU Library’s KEEP Institutional Repository provides persistent identifiers called Handles, which are similar to DOIs. Only scholarly works by ASU authors are accepted for both of these ASU repositories. For journals: If you are publishing a journal, the publisher will go through a DOI Registration Agency , such as CrossRef and DataCite in the U.S. For more detailed information about DOI registration and pricing, take a look at the DOI Foundation's Frequently Asked Questions about the DOI System ."
Can I donate a book to the library?,https://askalibrarian.asu.edu/faq/177867,None,We appreciate your interest in supporting ASU Library. Please refer to the official policy page: Donation of library materials on the ASU Library website for up to date information on our donation policies.
Are there computers I can use in the ASU Library?,https://askalibrarian.asu.edu/faq/177487,None,"Computing at ASU Library Current ASU students, faculty and staff... ASU Library maintains computers for current ASU students, faculty and staff. For other researchers... We offer limited access at most of our libraries. For more information, visit our Computing at the ASU Library web page: https://lib.asu.edu/help/computing"
Can I get textbooks for my ASU classes from the library?,https://askalibrarian.asu.edu/faq/177475,None,"Note: ASU BOOKSTORES: Sun Devil Campus Stores are NOT affiliated with ASU Library. If you wish to buy or rent textbooks for your ASU course(s), go to the Sun Devil Campus Store (ASU Bookstore) website to see which textbooks are available for purchase or rental (physical and/or digital books are included). ASU Library Just remember that ALL library items are subject to Recall. Here is a link to our Recall Policy . Recall Due Dates and Notices When an item is recalled, the due date for that item automatically changes and a Recall Notice is sent. Recall of an item may shorten the original loan period. Recalls are due 3 weeks after the recall request, unless the original due date is within 3 weeks. Due to the strict enforcement of the recall process, failure to receive a recall notice does not absolve the borrower from knowing an item is recalled. If you would like to see if ASU Library has a copy, or access to a copy, of your textbook(s) for use or checkout, follow the steps below. Check our One Search : On the library home page: https://lib.asu.edu In the One Search search bar, enter and search one of the following: Title of book, video, etc. ISBN number for the book Another method is to search the ASU Library Catalog : Change the dropdown from One Search to ASU Library Catalog Enter any one of the following: ISBN number Title of the item Note: Place quotation marks around the title. This forces it to be searched as a phrase. Author of the item Then look through the list of items by that author. Note: Textbooks for your ASU classes are not requestable through Interlibrary Loan ."
Where can I find ASU Library hours posted online?,https://askalibrarian.asu.edu/faq/177484,None,View the hours for any ASU Library location or service point at: https://lib.asu.edu/hours Scroll to the appropriate library location or service point Use the double arrows (in the top left box) to move the calendar ahead week-by-week Several locations post specific hours for visitors. You may also contact us by phone: (480) 965-3605
Where can I find online tutorials?,https://askalibrarian.asu.edu/faq/177544,None,Do you need self-paced instruction? Try our Library Tutorials online at: http://lib.asu.edu/tutorials . These tutorials cover a variety of topics such as: General research skills; How to find articles; How to find peer-reviewed / scholarly articles; The importance of citing your sources; How to cite sources; and How to use our databases.
Library Scavenger Hunt,https://askalibrarian.asu.edu/faq/177545,None,"Where can I find answers for my ASU Library scavenger hunt? Your instructors want you to use your library resources, so we have created a web page just for you! On the library home page, we have a link for Undergraduate Students that will lead you to most of your answers! ​Here is the link: https://lib.asu.edu/services/undergraduate-students If you need more help, please feel free to ask us!"
How do I find the library research guides?,https://askalibrarian.asu.edu/faq/177876,None,"Our librarians have put together hundreds of guides to help you with your research! To find research strategies, tips and databases for a specific discipline: Go to our Library Guides page . You can search our guides by Keyword(s) . Enter keywords into the Search box (near the top of the page). Or you can browse an alphabetical list of guides in the following categories: ALL GUIDES BY SUBJECT BY TYPE Course Guide Research Guide Topic Guide How to Guide BY OWNER"
What is a peer-reviewed article?,https://askalibrarian.asu.edu/faq/195071,None,"Here is a link to our tutorial on this topic: Peer-Reviewed / Refereed Articles Peer reviewed articles are the major articles in academic journals or chapters in scholarly books that have undergone the ""peer review"" or refereed process before being accepted for publication. They are reviewed by other scholars in the same field or discipline for accuracy and completeness. Remember, only the MAJOR articles in a scholarly journal will be peer-reviewed! The following items in those same types of publications will NOT be peer-reviewed: letters to the editor editorials news"
My instructor wants us to use credible sources. How do I know what's good?,https://askalibrarian.asu.edu/faq/195755,None,"Many instructors want you to use factual information that appears in reputable scholarly journals or books rather than opinions or unreliable sources found online from an unknown party.  Most of our library databases let you limit your search to scholarly resources, but even those can include opinionated sections that may not be what your instructor wants. First, make sure you know what types of resources are acceptable for your assignment!  Sometimes newspaper articles are acceptable, but sometimes they are not! Book reviews in a scholarly journal may be ok, but maybe not! So check with your instructor or check your syllabus for specific resource types that are allowed or not allowed. Need to learn how to evaluate resources? Read the script or view the tutorial about Evaluating Resources!"
What do I do if I received the wrong item through Interlibrary Loan?,https://askalibrarian.asu.edu/faq/268386,None,"For articles: Reply to the original email notice telling us what the problem is and we’ll ask the lending library to send the correct article. If you've deleted the email already, send an email to ASU-ILL@asu.edu .  Be sure to include the TN# (transaction number). For books or other loans: Please return it to Interlibrary Loan as soon as possible and tell us the problem. You can also call or email us, including the TN# and the problem, at (480) 965-3282 or ASU-ILL@asu.edu . The wrong item will be returned to the lending library and the correct one will be reordered. Interlibrary Loan cannot reorder material until it has been checked in and returned to the owning library."
Why do I need to have good metadata and readme information?,https://askalibrarian.asu.edu/faq/335050,None,"To assist users in interpreting the data for potential replication or reuse you should add information that helps tell others exactly how you created and used your datasets. For example tabular data can still be hard to read if someone doesn't know what your column headers or variable names mean. Projects are varied and you should not assume someone can just figure out what you did. A readme file, code sheet, or data dictionary can help mitigate confusion and help your data align with our charge to make research data findable, accessible, discoverable, and reusable ( FAIR) . These elements can be uploaded directly into your dataset or added within the metadata. For more information see: How to make a Data Dictionary (Center for Open Science) Guide to writing ""readme"" style metadata ( Cornell University) ASU Library Data Management Tutorials"
How do I access a thesis from the Barrett Honors College Thesis collection?,https://askalibrarian.asu.edu/faq/373598,None,"The Barrett, The Honors College Thesis/Creative Project Collection (in our KEEP Institutional Repository ) is directly managed by the Barrett Honors College. Full text access is only available to the ASU Community. If you are not currently affiliated with ASU, you will need to ask permission. ASU employees (faculty and staff) and currently enrolled students may access the full text of a thesis by clicking on the ""Sign In"" link in the upper right corner of the repository screen and signing in with their ASURITE User ID. They will then be able to view the PDF. Alumni and persons not affiliated with ASU are encouraged to contact thesis@asu.edu for additional assistance."
How do I request a digital copy of a document?,https://askalibrarian.asu.edu/faq/177570,None,"If ASU Library has a print or microform copy of an article or book chapter that you need, but does not have a digital copy... Current ASU students, faculty and staff: You may request a digital copy of an article or book chapter through Interlibrary Loan / Document Delivery. You will need to sign in to the online request form at: https://illiad.lib.asu.edu/illiad/ Other researchers: Check with your local public library or academic institution with whom you are affiliated. They may have an interlibrary loan service to meet your needs. If you have any difficulties using your Interlibrary Loan ILLIAD account or need help completing the online request, contact the Interlibrary Loan (ILL) office directly: Email: ASU-ILL@asu.edu Phone: (480) 965-3282"
How do I get the Mendeley Cite plugin for Microsoft Word?,https://askalibrarian.asu.edu/faq/363343,None,"You can insert references and bibliographies into your document using Mendeley's citation add-in for Microsoft Word. If you are having issues with the Mendeley plugin in Microsoft Word, please try the following things: 1. If you are an ASU student, login to your Microsoft account with asurite @sundevils.asu.edu OR if you are an ASU employee login to your Microsoft account asurite @asurite.asu.edu (employees) (replace asurite with your personal asurite id.) 2. Go to ""Apps & Devices"" and Install Office (If you already have Office installed, go to step #3) 3. Open Microsoft Word 4. Look for Mendeley Cite in Microsoft's Add-In Store under Admin Managed. You can find the store by going to the “Insert” menu of Word and selecting the downward arrow next to Add-Ins. From the Add-Ins menu, select the Get Add-ins link and search for Mendeley Cite. click the Add button to install the Add-In. After the Mendeley Cite Add-in has been installed, it can be accessed by clicking the Mendeley Cite icon on the Home menu. 3. If you are having issues, please contact the ASU Tech Studio at 1-855-278-5080 or (480) 965-2843"
How can I request access to Distinctive Collections?,https://askalibrarian.asu.edu/faq/219657,None,You can request access to Distinctive Collections at ASU Library through the request form: Ask an Archivist .
Do you have an introduction to the ASU Library?,https://askalibrarian.asu.edu/faq/196975,None,Need to learn more about the ASU Library? Here is a tutorial designed by our experts to get you started... Tutorial: Introduction to ASU Library We have more tutorials and a library guide to help you! Tutorials web page Library Guide: Welcome to the ASU Library
How do I cite this source in my paper?,https://askalibrarian.asu.edu/faq/261408,None,"Here are a few helpful sources for citation help. Our ASU Library guides provide information and links to helpful citation resources: Citation Styles Citation Management Tools During our semesters, ASU's University Academic Success Programs offers help through their Writing Centers . The Writing Center resource page includes: a list of ASU writing centers their contact information a link for online writing tutoring and how to book face-to-face writing appointments For tutoring and other inquiries, scroll down ASU's University Academic Success Programs page! It offers help in-person, online, and via zoom or slack. Scroll to the very bottom of their page for tip links!! You might also try Purdue's Online Writing Lab (OWL). For online examples, just search the internet for: OWL MLA style OWL APA style OWL Chicago style OWL AMA style Many of our library databases and discovery tools provide citations for their articles, books, journals, etc. in a variety of citation styles!"
"How do I find an item if I already have the full citation - author, title, etc.?",https://askalibrarian.asu.edu/faq/177874,None,"There are several ways to see if we have the article, book, or other item you need. Use our Citation Linker . Remember to select the appropriate option on the form for: Article (includes DOI search field) Book Journal (includes DOI search field) Search by DOI with the DOI (Digital Object Identifier) Resolver Search by the citation information in ASU Library's One Search * Place quotation marks around the article title so that the words are searched as that particular phrase. Example: "" University of transformation: Michael Crow at Arizona State University """
How do I cancel a request for a book from another ASU library?,https://askalibrarian.asu.edu/faq/177566,None,"Want to cancel your request? To cancel a request you made for one of our ASU Library items: From the library home page : https://lib.asu.edu In the black header, pause on: Accounts In the drop-down list, click on: My Library Account Sign-in with your ASURITE ID and password, if prompted. Click on: View Holds Select and cancel the items you no longer want. Or you may call the ASU Library and we will cancel your request for you. Call us at: 480-965-3605"
How do I save records from One Search and ASU Library Catalog results?,https://askalibrarian.asu.edu/faq/195101,None,"When using One Search or ASU Library Catalog... Note: If you are not signed in, saving search queries and results are temporary; items will disappear from the favorites area when you close your browser. To save a search query: Run a search Below the search box, click: Save Query To save individual records: From the results list, use the pin icon to save an item to your Favorites."
"In ASU Library Catalog's Advanced Search, the ""starts with"" feature didn't work for my call number search. What's up?",https://askalibrarian.asu.edu/faq/201522,None,"According to our vendor, the ""Starts with"" option in the Library Catalog's Advanced Search is only available for Title searches. Take a look at our FAQ about BROWSING by Call Number ! And here is a link to our vendor's information about using the Advanced Search features ."
"Where do I find information about programs, events, and services offered through ASU Library?",https://askalibrarian.asu.edu/faq/177557,None,"Visit the ASU Library Culture Pass Program page for comprehensive information on the passes offered and rules of use. Culture passes may be checked out by current ASU students, faculty and staff. Learn about ASU Library-sponsored events on our Events page . Culture Passes for anyone are available at public libraries and other locations through Act One ."
How do I get technical help for non-library issues?,https://askalibrarian.asu.edu/faq/190740,None,"For technical problems with university resources such as the ASU wireless network, connectivity issues, and password problems, start at the main ASU Contact page to get to the correct unit to assist you."
